kode,uraian,is_priority,uraian_natural
400.13.31.2,pengembangan kemitraan bina ketahanan keluarga lansia dan rentan,True,"Pengajuan Kerja Sama dengan Organisasi Masyarakat, Laporan Kegiatan Pengembangan Kemitraan Bina Keluarga Lansia, Permohonan Bantuan untuk Pembangunan Pusat Layanan Lansia, Surat Perjanjian Kerja Sama dengan Lembaga Swadaya Masyarakat untuk Bina Ketahanan Keluarga Rentan"
400.13.32,monitoring dan evaluasi bina ketahanan keluarga lansia dan rentan,True,"Laporan kemajuan program bina keluarga lansia, evaluasi kebutuhan keluarga rentan, permohonan bantuan untuk keluarga lansia, hasil monitoring ketahanan keluarga lansia dan rentan."
400.13.32.1,monitoring bina ketahanan keluarga lansia dan rentan,True,"Laporan hasil monitoring bina ketahanan keluarga lansia, evaluasi program bina keluarga lansia, permohonan bantuan untuk keluarga rentan, laporan kegiatan monitoring dan evaluasi bina ketahanan keluarga lansia dan rentan"
400.13.32.2,evaluasi dan pelaporan bina ketahanan keluarga lansia dan rentan,True,"Evaluasi Program Bina Keluarga Lansia, Laporan Kemajuan Bina Ketahanan Keluarga Rentan, Hasil Monitoring Keluarga Lansia dan Rentan, Pelaporan Kegiatan Bina Keluarga Lansia dan Rentan"
400.13.33,pengembangan program usaha ekonomi keluarga,True,"proposal pengembangan usaha ekonomi keluarga, laporan kemajuan program keluarga berencana, permohonan bantuan modal usaha keluarga, evaluasi program usaha ekonomi keluarga berbasis masyarakat"
400.13.34,peningkatan teknologi dan permodalan usaha ekonomi keluarga,False,
400.13.35,peningkatan manajemen usaha ekonomi keluarga,False,
400.13.35.1,pengembangan administrasi dan keuangan kelompok usaha ekonomi keluarga,True,"Pengajuan dana bantuan administrasi kelompok usaha ekonomi keluarga, laporan keuangan kelompok usaha ekonomi keluarga, permohonan pelatihan manajemen keuangan kelompok usaha ekonomi keluarga, evaluasi kinerja administrasi dan keuangan kelompok usaha ekonomi keluarga"
400.13.35.2,pengembangan pemasaran kelompok usaha ekonomi keluarga,True,"proposal pengembangan pemasaran produk kelompok usaha ekonomi keluarga, laporan kegiatan pelatihan pemasaran kelompok usaha ekonomi keluarga, permohonan bantuan dana pengembangan pemasaran kelompok usaha ekonomi keluarga, undangan sosialisasi pengembangan pemasaran kelompok usaha ekonomi keluarga"
400.13.36,monitoring dan evaluasi usaha ekonomi keluarga,True,"Laporan kemajuan usaha ekonomi keluarga, evaluasi program keluarga berencana, permohonan bantuan modal usaha keluarga, hasil monitoring dan evaluasi usaha ekonomi keluarga"
400.13.37,pengembangan program pusat pelayanan keluarga sejahtera,True,"proposal pengembangan pusat pelayanan keluarga sejahtera, laporan kegiatan pusat pelayanan keluarga sejahtera, permohonan bantuan dana untuk program keluarga sejahtera, evaluasi program pusat pelayanan keluarga sejahtera"
400.13.38,pelembagaan pusat pelayanan keluarga sejahtera,False,
400.13.38.1,pengembangan pusat pelayanan keluarga sejahtera,True,"proposal pengembangan pusat pelayanan keluarga sejahtera, laporan kemajuan pusat pelayanan keluarga sejahtera, permohonan bantuan dana untuk pengembangan pusat pelayanan keluarga sejahtera, evaluasi kegiatan pusat pelayanan keluarga sejahtera"
400.13.38.2,pengembangan kemitraan pusat pelayanan keluarga sejahtera,True,"Proposal kerja sama dengan organisasi masyarakat sipil, permohonan bantuan dana untuk pengembangan pusat pelayanan keluarga sejahtera, laporan kegiatan kemitraan pusat pelayanan keluarga sejahtera, undangan sosialisasi program keluarga berencana berbasis masyarakat"
400.13.39,monitoring dan evaluasi pusat pelayanan keluarga sejahtera,True,"Laporan Hasil Monitoring Puskesmas, Evaluasi Kinerja Pusat Pelayanan Keluarga Sejahtera, Permohonan Bantuan Peralatan untuk Pusat Pelayanan Keluarga Sejahtera, Laporan Kemajuan Program Keluarga Berencana di Pusat Pelayanan Keluarga Sejahtera"
400.13.39.1,monitoring pusat pelayanan keluarga sejahtera,False,
400.13.39.2,evaluasi dan pelaporan pusat pelayanan keluarga sejahtera,True,"Evaluasi Kinerja Puskesmas, Laporan Kemajuan Pusat Pelayanan Keluarga Sejahtera, Hasil Monitoring Pelayanan Keluarga Berencana, Pelaporan Kegiatan Pusat Pelayanan Keluarga Sejahtera"
400.13.40,pengembangan advokasi dan komunikasi informasi edukasi,True,"Proposal pengembangan program advokasi keluarga berencana, laporan kegiatan komunikasi informasi edukasi kesehatan reproduksi, permohonan bantuan dana untuk pelatihan edukasi keluarga berencana, undangan sosialisasi program keluarga berencana dan komunikasi informasi edukasi."
400.13.40.1,perencanaan advokasi dan komunikasi informasi edukasi,False,
400.13.40.2,evaluasi dan pelaporan advokasi dan komunikasi informasi edukasi,True,"Evaluasi pelaksanaan program advokasi keluarga berencana, laporan kegiatan komunikasi informasi edukasi, permohonan bantuan dana untuk pengembangan advokasi, laporan hasil monitoring dan evaluasi program keluarga berencana"
400.13.41,advokasi dan pencitraan,False,
400.13.42,komunikasi informasi dan edukasi,False,
400.13.42.1,promosi,False,
400.13.42.2,sarana produksi media komunikasi,False,
400.13.42.3,produk media komunikasi,False,
400.13.43,hubungan dengan lembaga pemerintah pusat dan provinsi,False,
400.13.44,hubungan dengan lembaga pemerintah kabupaten dan kota,False,
400.13.44.1,pengembangan hubungan dengan lembaga pemerintah kabupaten dan kota,True,"Notifikasi kerja sama dengan Dinas Kesehatan Kabupaten, permohonan bantuan dana untuk program keluarga berencana, laporan kegiatan kerja sama dengan Pemerintah Kota, surat permohonan pertemuan dengan Bupati untuk membahas program kesejahteraan rakyat."
400.13.44.2,penguatan hubungan dengan lembaga pemerintah kabupaten dan kota,False,
400.13.45,hubungan dengan lembaga nonpemerintah,False,
400.13.45.1,pengembangan hubungan dengan lembaga nonpemerintah,True,"Permohonan kerja sama dengan lembaga nonpemerintah, laporan kegiatan kerja sama dengan lembaga nonpemerintah, surat undangan pertemuan dengan lembaga nonpemerintah, notifikasi perjanjian kerja sama dengan lembaga nonpemerintah"
400.13.45.2,penguatan hubungan dengan lembaga nonpemerintah,False,
400.13.46,tenaga lini lapangan,False,
400.13.46.1,pengembangan tenaga lini lapangan,True,"proposal pengembangan kapasitas tenaga lini lapangan, laporan kegiatan pelatihan tenaga lini lapangan, permohonan bantuan pelatihan tenaga lini lapangan, evaluasi kinerja tenaga lini lapangan"
400.13.46.2,monitoring dan evaluasi tenaga lini lapangan,True,"Laporan kemajuan tenaga lini lapangan, evaluasi kinerja tenaga lini lapangan, permohonan pelatihan tenaga lini lapangan, laporan hasil monitoring dan evaluasi tenaga lini lapangan"
400.13.47,institusi masyarakat pedesaan,False,
400.13.47.1,pengembangan institusi masyarakat pedesaan,True,"proposal pengembangan lembaga kemasyarakatan desa, permohonan bantuan dana untuk pembangunan balai desa, laporan kegiatan pelatihan kader posyandu, surat permohonan kerjasama dengan organisasi masyarakat sipil untuk pengembangan desa"
400.13.47.2,monitoring dan evaluasi institusi masyarakat pedesaan,True,"Laporan kegiatan institusi masyarakat pedesaan, evaluasi kinerja lembaga kemasyarakatan desa, permohonan bantuan untuk pengembangan institusi masyarakat pedesaan, hasil monitoring dan evaluasi program keluarga berencana di desa"
400.13.48,mekanisme operasional lini lapangan,False,
400.13.48.1,pengembangan mekanisme operasional lini lapangan,True,"proposal pengembangan sistem informasi keluarga berencana, laporan kegiatan operasional lini lapangan, permohonan bantuan pelatihan petugas lapangan, evaluasi kinerja mekanisme operasional lini lapangan"
400.13.48.2,monitoring dan evaluasi mekanisme operasional lini lapangan,True,"Laporan hasil monitoring dan evaluasi kegiatan keluarga berencana, evaluasi kinerja petugas lapangan, permohonan bantuan operasional lini lapangan, laporan kemajuan pelaksanaan mekanisme operasional lini lapangan"
400.13.49,pengembangan sistem pencatatan dan pelaporan,True,"Laporan pengembangan sistem pencatatan keluarga berencana, proposal pengadaan perangkat lunak pencatatan dan pelaporan, permohonan bantuan pengembangan sistem informasi keluarga berencana, laporan kemajuan pelaksanaan pencatatan dan pelaporan keluarga berencana"
400.13.49.1,perumusan pola sistem pencatatan dan pelaporan,False,
400.13.49.2,monitoring dan evaluasi sistem pencatatan dan pelaporan,True,"Laporan kemajuan pencatatan dan pelaporan, evaluasi sistem informasi keluarga berencana, permohonan bantuan pengembangan sistem pencatatan, laporan hasil monitoring dan evaluasi pencatatan dan pelaporan"
400.13.50,pengumpulan dan pengolahan data,False,
400.13.51,analisis dan evaluasi,True,"Laporan Evaluasi Program Keluarga Berencana, Analisis Dampak Keluarga Berencana Terhadap Kesejahteraan Rakyat, Hasil Monitoring dan Evaluasi Kegiatan Keluarga Berencana, Rekomendasi Perbaikan Program Keluarga Berencana Berdasarkan Analisis dan Evaluasi."
400.13.51.1,analisis dan evaluasi pengendalian penduduk,True,"Laporan analisis data penduduk, evaluasi program keluarga berencana, analisis dampak pengendalian penduduk, hasil monitoring pengendalian penduduk"
400.13.51.2,analisis dan evaluasi keluarga berencana dan keluarga sejahtera,True,"Laporan Analisis Keluarga Berencana, Evaluasi Program Keluarga Sejahtera, Hasil Monitoring Keluarga Berencana dan Keluarga Sejahtera, Rekomendasi Perbaikan Program Keluarga Berencana"
400.13.52,sistem aplikasi dan bank data,False,
400.13.52.1,pengembangan sistem aplikasi,True,"Pengajuan pengembangan aplikasi keluarga berencana, laporan kemajuan pengembangan sistem aplikasi, permohonan dukungan teknis pengembangan aplikasi, surat penawaran jasa pengembangan sistem aplikasi"
400.13.52.2,pengelolaan bank data,False,
400.13.53,infrastruktur teknologi informasi,False,
400.13.53.1,pengembangan infrastruktur teknologi informasi,True,"proposal pengembangan jaringan internet, permohonan pengadaan server, laporan kebutuhan infrastruktur teknologi informasi, permohonan bantuan pengembangan aplikasi e-government"
400.13.53.2,pemeliharaan infrastruktur teknologi informasi,False,
400.13.54,dokumentasi dan penyebarluasan informasi,False,
400.13.54.1,dokumentasi dan perpustakaan,False,
400.13.54.2,pengelolaan situs bkkbn dan media konferensi,False,
400.14,hubungan masyarakat,False,
400.14.1,keprotokolan,False,
400.14.1.1,penyelenggaraan acara kedinasan upacara pelantikan peresmian dan jamuan termasuk acara peringatan hari hari besar,True,"Undangan Upacara Peresmian Gedung Baru, Proposal Penyelenggaraan Acara HUT Kemerdekaan, Laporan Pelaksanaan Upacara Pelantikan Pejabat, Permohonan Izin Penyelenggaraan Jamuan Resepsi Pernikahan Pegawai"
400.14.1.2,buku tamu keprotokolan,False,
400.14.1.3,agenda kegiatan pimpinan daerah,False,
400.14.1.4,kunjungan dinas dalam dan luar negeri,False,
400.14.2,daftar nama alamat kantor pejabat,False,
400.14.3,dokumentasi liputan kegiatan dinas pimpinan acara kedinasan dan peristiwa peristiwa bidang masing masing dalam berbagai media kertas foto video rekaman suara multi media,False,
400.14.4,pengumpulan pengolahan dan penyajian informasi kelembagaan,False,
400.14.4.1,kliping koran,False,
400.14.4.2,brosur leaflet poster plakat,False,
400.14.4.3,pengumuman pemberitahuan,False,
400.14.5,hubungan antar lembaga dan pemerintahan daerah,False,
400.14.5.1,hubungan antar lembaga pemerintah,False,
400.14.5.2,hubungan dengan organisasi sosial lsm,False,
400.14.5.3,hubungan dengan perusahaan,False,
400.14.5.4,hubungan dengan perguruan tinggi sekolah termasuk magang pendidikan sistem ganda psg praktek kerja lapang pkl,False,
400.14.5.5,fórum kehumasan,False,
400.14.5.6,hubungan dengan media massa,False,
400.14.6,dengar pendapat hearing dprd,False,
400.14.7,bahan materi pidato sidang muspida provinsi kota kabupaten,False,
400.14.8,penerbitan majalah buletin koran dan jurnal,False,
400.14.9,publikasi melalui media cetak maupun elektronik,False,
400.14.10,pameran sayembara lomba festival pembuatan spanduk dan iklan,False,
400.14.11,penghargaan tanda kenag kenangan,False,
400.14.12,ucapan terima kasih ucapan selamat bela sungkawa permohonan maaf,False,
500,perekonomian,False,
500.1,ketahanan pangan,False,
500.1.1,kebijakan di bidang ketahanan pangan yang dilakukan pemerintah daerah,False,
500.1.2,ketersediaan dan kerawanan pangan,False,
500.1.1.1,ketersediaan pangan,False,
500.1.1.2,akses pangan,False,
500.1.1.3,kerawanan pangan,False,
500.1.3,distribusi dan cadangan pangan,False,
500.1.3.1,distribusi pangan,False,
500.1.3.2,harga pangan,False,
500.1.3.3,cadangan pangan,False,
500.1.4,penganekaragaman konsumsi dan ketahanan pangan,False,
500.1.4.1,konsumsi pangan,False,
500.1.4.2,penganekaragaman pangan,False,
500.1.4.3,keamanan pangan segar,False,
500.1.5,penguatan kelembagaan ketahanan pangan,False,
500.1.5.1,dewan ketahanan pangan,False,
500.1.5.2,penghargaan ketahanan pangan,False,
500.1.6,swasembada pangan kearifan lokal,False,
500.1.7,bimbingan teknis,False,
500.1.8,evaluasi,True,"Evaluasi Kinerja Program Ketahanan Pangan, Laporan Hasil Evaluasi Ketersediaan Pangan, Analisis Dampak Kebijakan Pangan terhadap Masyarakat, Rekomendasi Perbaikan Sistem Distribusi Pangan"
500.2,perdagangan,False,
500.2.1,kebijakan di bidang perdagangan yang dilakukan oleh pemerintah daerah,False,
500.2.2,perdagangan dalam negeri,False,
500.2.2.1,bina usaha kelembagaan dan penguatan usaha,True,"Permohonan bantuan keuangan untuk pengembangan usaha kecil, Laporan kemajuan program bina usaha kelembagaan, Penawaran kerja sama dengan lembaga keuangan mikro, Pengajuan proposal penguatan usaha mikro dan kecil"
500.2.2.2,bina usaha jasa perdagangan,True,"permohonan izin usaha jasa perdagangan, laporan kegiatan bina usaha jasa perdagangan, pengajuan proposal pendirian pusat jasa perdagangan, surat keterangan domisili usaha jasa perdagangan"
500.2.2.3,bina usaha dagang asing dan keagenan,True,"Permohonan Izin Usaha Dagang Asing, Laporan Kegiatan Bina Usaha Dagang Asing, Penetapan Keagenan Dagang, Permohonan Pendaftaran Usaha Dagang Asing"
500.2.2.4,informasi perusahaan,False,
500.2.2.5,pelaku pasar,False,
500.2.2.6,iklim usaha dan bimbingan teknis usaha dagang kecil menengah,False,
500.2.2.7,fasilitasi usaha dan pemasaran usaha dagang kecil menengah,True,"Permohonan bantuan untuk pengembangan usaha kecil menengah, laporan kemajuan program fasilitasi usaha dagang, surat permohonan izin usaha mikro kecil menengah, pengajuan proposal pemasaran produk usaha dagang kecil menengah"
500.2.2.8,pengembangan produk lokal,True,"proposal pengembangan produk kerajinan lokal, permohonan bantuan pengembangan usaha kecil, laporan kemajuan pengembangan produk makanan olahan, surat undangan pelatihan pengolahan produk lokal"
500.2.2.9,pencitraan produk dalam negeri,False,
500.2.2.10,pengembangan sarana distribusi,True,"proposal pengembangan pasar tradisional, permohonan bantuan pengadaan armada angkutan, laporan kemajuan pembangunan gudang penyimpanan, surat permohonan izin pembangunan terminal peti kemas."
500.2.2.11,pengelolaan sarana distribusi,False,
500.2.2.12,kerjasama pengembangan sistem logistik,True,"Permohonan Kerjasama Pengembangan Sistem Logistik, Laporan Kemajuan Proyek Pengembangan Sistem Logistik, Penawaran Jasa Pengembangan Sistem Logistik, Nota Kesepahaman Kerjasama Pengembangan Sistem Logistik"
500.2.2.13,informasi dan bimbingan teknis penyedia jasa logistik,False,
500.2.2.14,informasi pasar,False,
500.2.2.15,informasi hasil industri,False,
500.2.2.16,barang strategis,False,
500.2.2.17,bahan pokok agro,False,
500.2.3,standarisasi dan perlindungan konsumen,False,
500.2.3.1,kelembagaan dan informasi standar,False,
500.2.3.2,kerjasama standarisasi,False,
500.2.3.3,perumusan dan penerapan standar,False,
500.2.3.4,tata usaha,False,
500.2.3.5,kerjasama informasi publikasi,False,
500.2.3.6,analisa penyelenggaraan perlindungan konsumen,True,"Laporan analisa kualitas produk, permohonan pengujian standar mutu, evaluasi pelaksanaan perlindungan konsumen, pengaduan pelanggaran hak konsumen"
500.2.3.7,bimbingan konsumen pelaku usaha,False,
500.2.3.8,fasilitas kelembagaan,False,
500.2.3.9,produk pertambangan aneka industri,False,
500.2.3.10,produk pertanian kimia kehutanan,False,
500.2.3.11,jasa,False,
500.2.3.12,kerjasama,False,
500.2.3.13,sarana dan kerjasama,False,
500.2.3.14,kelembagaan dan penilaian,False,
500.2.3.15,uttp dan standar ukuran,False,
